final_score,structured_score,breed_score,bert_similarity,PetID,Name,breed1_label,breed2_label,Age,age_group,gender_label,maturity_size_label,fur_length_label,Vaccinated,Dewormed,Sterilized,Health,Fee,PhotoAmt,Description
0.8669,0.8636,1.0,0.8747,c15d26817,Labrador MixâLiamLiam,Labrador Retriever,Mixed Breed,6,puppy,male,medium,short,3,1,1,1,8,3.0,"Nickname LiamLiam (in Cantonese) coz he loooove to lick his human friends. Extreme friendly (cld be because he has Lab blood in him), active, fast learner, eager to please, playful, full of zest and maaaaanjaaaa! Liam was rescued fr a monsoon drain with a fracture leg. But he's heal now and cld run like a thunder Liam has a pair of gentle & intelligent eyes, and beautiful milo color. Short fur, easy to maintain. Please call for adoption. Liam is being foster in Kota Kemuning, Shah Alam"
0.8665,0.8636,1.0,0.8733,2b5c446cc,Azula,Labrador Retriever,Mixed Breed,2,puppy,female,medium,short,3,3,2,1,0,3.0,Lovely puppy looking for home sweet home. Commitment to spay is compulsory
0.8664,0.8636,1.0,0.8727,d243fce57,Labrador  Retriever  Mix Puppies,Labrador Retriever,Mixed Breed,3,puppy,female,medium,short,1,1,1,1,0,5.0,Lovely sister looking for a forever home. Alrdy spayed and vaccinated. Ready to go to a home.Both sisters are v closed to each other. Adopting both will be good. If u are interested to adopt pls contact Adeline
0.8663,0.8636,1.0,0.8725,71deb8267,Adorable Abby Needs A Home,Labrador Retriever,Golden Retriever,3,puppy,female,medium,short,3,1,2,1,0,2.0,Abby has found a new home now with good loving owners.
0.8662,0.8455,0.6,0.9148,eec3cbd6e,Ben,Mixed Breed,Labrador Retriever,12,young,male,medium,short,3,3,3,1,0,2.0,"this dog was found abandon outside my house, he is healthy and clean, right now he made my neighbour inconvenient, need your help to adopt this healthy dog, active and clever， anyone interested please contact me"
0.866,0.8636,1.0,0.8714,d6d6d4aca,Lacky,Labrador Retriever,,7,puppy,female,medium,short,2,1,1,1,0,4.0,"Lacky is a mixed breed black dog with brown legs.She's very playful and nice to go along.she know the common command like go,come,sit, jump,eat,water,and she will wait when i put in food to her tray she will only eat when ask to..... She will never enter into the house although door is open. I never tie her o cage her for long time cos she like to play around. There's space to go if u have time to train her. If u a dog lover,u will love her..... thanks n feel free to sms o call me. Pls be her Forever Home and she will love you Forever! 4 photo uploaded..... teo"
0.8659,0.8364,1.0,0.9347,ac8229264,Rocky,Golden Retriever,,18,young,male,large,short,1,1,2,1,200,3.0,"His name is Rocky. He is a very fun and loving dog. We treat him like a member of the family. We care a a lot about him. We provide the best of everything for him in terms of nutrition and general welfare. Unfortunately, we can no longer keep him due to the relocation of our job. We seek for those people who can really provide love and bring joy to Rocky as much as we do. Rocky is a pure breed Golden retriever but he is not MKA certified. we trim his fur for easy grooming and maintenance. Only serious owners please!"
0.8656,0.8455,0.6,0.9126,245bfe92f,Snow White,Mixed Breed,Labrador Retriever,12,young,female,medium,short,3,3,1,1,0,2.0,"Snow White is in Seremban. She is believed to be an abandoned pet. A friend has been feeding her and she sits outside their house. She is a good watchdog and very very loyal. Will even follow their car to the shop nearby and back home. We hope to find her a home as it is a Malay neighborhood and she sometimes gets disturbed. Please give this sweet loyal dog a home. No tying up or caging. Neutering is compulsory, cost to be borne by adopter. Please call."
0.8655,0.8636,1.0,0.8698,95b94b4ac,,Labrador Retriever,Jack Russell Terrier,1,puppy,mixed,medium,short,2,2,2,1,0,5.0,All the pets are 1mth old and are in healthy condition
0.8652,0.8364,1.0,0.9326,546957a8b,Faye,Labrador Retriever,,13,young,female,large,short,1,1,1,1,0,3.0,"Faye is 1 year old Labrador retriever. She is MKA certified. I've had her ever since she was a 2 month old puppy. She is a very energetic and loving dog, very friendly. She loves playing and is a very good guard dog too. It is extremely unfortunate but I have to put Faye up for adoption. Please feel free to contact me if you are interested in providing a home for Faye or know anyone else who might be interested. Thanks."
0.8644,0.8636,1.0,0.866,0be7a4adf,Socks,Golden Retriever,Mixed Breed,2,puppy,female,medium,short,1,2,2,1,0,5.0,• Has pretty puppy's eyes & short fur. • Four legs with white socks. • Vaccine for the first time. • Preferrable dog lover. • Stay in Johor Bahru town area • Urgent!
0.864,0.8364,1.0,0.9284,558c419c0,Harvey,Labrador Retriever,Weimaraner,9,young,male,large,short,3,1,2,1,0,5.0,"Harvey believed is an abandoned dog by graduated student. Straying around students housing area. He is indeed a gentleman, won't behave aggressively when other dogs are nearby. He is very very friendly, is able to follow human walking pace, and wait for us if we are far behind him. What a well behave dog. Hope someone willing to give him a forever home. Requirements 1)Love him unconditionally. 2)Give him all he needs.( food, water, toys,shelter,vaccination,dog licence) etc 3)Able to update with me about him. 4) Make sure that you are really consistent in adopting him."
0.8638,0.8636,1.0,0.8643,052b0ada8,Golden And Ginger,Labrador Retriever,Mixed Breed,7,puppy,female,medium,short,1,1,1,1,0,3.0,Lovely siblings looking for home sweet home. They are alrdy fully vaccinated and spayed. If u are interested to adopt pls contact Rachel
0.8635,0.8636,1.0,0.8633,f48338adb,Coco & Fifi,Labrador Retriever,Terrier,5,puppy,female,medium,short,1,1,1,1,0,5.0,Thanks to Valarie from Putra Heights to adopt my lovely Fifi and now taking good care of her. And Thanks to Jasmine from Penang to adopt my Coco!!!
0.8628,0.8636,1.0,0.8609,28c34e5dc,Ladybug,Labrador Retriever,Mixed Breed,3,puppy,female,medium,short,3,3,2,1,0,2.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Rachel
0.8624,0.8364,1.0,0.9231,40ea976de,Diamond Boy,Labrador Retriever,,12,young,male,large,short,3,3,2,1,0,6.0,This handsome lab retriever was found in PJ. He is big boned with white chest.We have decided to put him up for adoption as we can't track the owner. Playful and dedicared to his fosterer and gets along with other dogs. Makes a good watchdog too. Adopter must vaccinate and castrate him. No tying up or caging and must be able to take him for daily walks.
0.8617,0.8636,1.0,0.8573,5b73a7ea8,Keen Keen,Labrador Retriever,Mixed Breed,1,puppy,female,medium,short,3,3,2,1,0,1.0,Cute puppy looking for a foever home. Commitment to spay is compulsory. Is u are interested to adopt pls contact Amy
0.8617,0.8636,1.0,0.8571,fcc2ea490,Rolex,Labrador Retriever,Mixed Breed,3,puppy,female,medium,short,1,1,2,1,0,6.0,I am a lovely girl who is looking for a forever home. My siblings already found home because they are male. Actually after spay I am a better girl than my brother because I will not pee here pee there to mark territories unlike my brothers. If you are interested to give me a home. Pls contact Amy. Commitment to spay is compulsory
0.8617,0.8636,1.0,0.8571,282f456cb,Aleck,Labrador Retriever,Mixed Breed,1,puppy,male,medium,short,3,3,2,1,0,1.0,Cute puppy looking for a home sweet home. If u are interested to adopt him pls contact Amy
0.8616,0.8636,1.0,0.8569,70aeba909,Meeko,Labrador Retriever,Mixed Breed,1,puppy,female,medium,short,3,3,2,1,0,1.0,Cute puppies looking for foever home. Commitment to spay is compulsory.If u are interested to adopt pls contact Amy
0.8615,0.8636,1.0,0.8566,385b5b8fc,Coach,Labrador Retriever,Mixed Breed,3,puppy,female,medium,short,1,1,2,1,0,5.0,I am a lovely girl who is looking for a forever home. My siblings already found home because they are male. Actually after spayed I am a better girl than my brothers because I will not pee here pee there to mark territories unlike my brothers. If you are interested to give me a home. Pls contact Amy. Commitment to spay is compulsory
0.8615,0.8455,0.6,0.8989,36cc00cf3,Reebok And Nike,Doberman Pinscher,Labrador Retriever,12,young,male,medium,short,1,1,3,1,0,2.0,"These beautiful dogs are homeless, they sleep in the middle of the road, when it's raining they get wet. They are lovely dogs and cared for by a feeder but she can't house them because she has too many of her own, so these handsome boys live on the street. Please help us save our strays and take them home."
0.8613,0.8455,0.6,0.8982,8693c4e7f,Ohno é¿ä¸,Mixed Breed,Labrador Retriever,12,young,female,medium,short,1,1,1,1,0,2.0,"Ohno has been found near my office. She is a very cute, adorable cream color puppy with white-paws which Chinese call it : Stepping on the Snow. We are trying to look for her a lovely home. Anyone who wish to give Ohno a home and love, please email to:  ,com or SMS to Tell us you name, place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to stay in ""pet allowed"" property. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog."
0.8612,0.8636,1.0,0.8556,648727065,SPOTTY,Labrador Retriever,Retriever,4,puppy,female,medium,short,2,2,2,1,0,10.0,I am finding for a perfect home for her to share her love. She is very loving and has black spots around her body.
0.8607,0.8364,1.0,0.9173,30764a1fa,Luna,Labrador Retriever,Mixed Breed,9,young,female,large,short,1,1,1,1,300,4.0,Luna is very loving and a good watch dog. She walks well on leash. Obedient and loves to learn new things. Love food. She is spayed and looking for a family to share her love.
0.8603,0.8636,1.0,0.8526,838c5c399,Tracy,Golden Retriever,Mixed Breed,11,young,female,medium,medium,1,1,1,1,0,1.0,"Friend want to give away for adoption because got too many puppy (half dozen). One of her father is a Pedigree. Hairy tail, rear and neck. Long eyebrows. Unlike the normal mongrel, this bitch is cute."
0.8598,0.8455,0.6,0.8934,db044e38b,"Sweeti, Kimberly, Julian, Gordon, Ramsey",Mixed Breed,Labrador Retriever,11,young,mixed,medium,short,3,3,3,1,0,7.0,"These puppies were rescued and are now in a run down shelter, one has been bitten already but recovering well. They really need a home, they are so cute. Update They are about 4 months old now,"
0.8593,0.8636,1.0,0.8491,084874570,MAYA,Labrador Retriever,Golden Retriever,10,young,female,medium,medium,1,1,2,1,0,2.0,"Maya need a caring family...she was a very smart puppy n she trained a basic like sit, lay down, come, run, attack, stay, up, high 5, shakehand, mummum time....she realy a very clever n easy to train her....actualy she like to watch our face when we talk to her...no cages pls...."
